,scientific_name,taxonomic_id,rank,organism_name_x,genome availability,salinity concentration/range(w/v),halotolerance classification,unnamed: 0_x,metasub_offa,metasub_new_york_city,metasub_rio_de_janeiro,metasub_fairbanks,metasub_porto,metasub_auckland,metasub_hamilton,metasub_sacramento,metasub_santiago,metasub_berlin,metasub_bogota,metasub_tokyo,metasub_ilorin,metasub_denver,metasub_lands_end,metasub_birmingham,metasub_newcastle,metasub_bury,metasub_eden,metasub_edinborough,metasub_jaywick,metasub_eastbourne,metasub_bradford,metasub_bristol,metasub_other_x,metasub_belfast,metasub_swansea,metasub_islington,metasub_kensington,metasub_cairngorm,metasub_pos_control,metasub_neg_control,metasub_london,metasub_kyiv,metasub_singapore,metasub_other_control,metasub_sao paulo,metasub_fukuoka,metasub_san francisco,metasub_taipei,metasub_yamaguchi,metasub_minneapolis,metasub_baltimore,metasub_brisbane,metasub_tsuruoka,metasub_san_francisco,metasub_sendai,metasub_antarctica,metasub_lisbon,metasub_doha,metasub_hong_kong,metasub_oslo,metasub_control_x,metasub_stockholm,metasub_paris,metasub_hanoi,metasub_sao_paulo,metasub_vienna,metasub_sofia,metasub_naples,metasub_marseille,metasub_seoul,metasub_st_louis,metasub_zurich,metasub_kuala_lumpur,metasub_barcelona,unnamed: 0_y,metasub_sub_saharan_africa,metasub_north_america,metasub_south_america,metasub_europe,metasub_oceania,metasub_east_asia,metasub_middle_east,unnamed: 0,metasub_wood,metasub_rubber,metasub_metal,metasub_leather,metasub_tile,metasub_other_y,metasub_plastic,metasub_glass,metasub_stainless steel,metasub_fabric,metasub_concrete,metasub_marble,metasub_marble-like,metasub_faux leather,metasub_(faux?) leather,metasub_bmat,metasub_carpet,metasub_metal and marble,metasub_vinyl,metasub_painted_metal,metasub_metal_plastic,metasub_granite,metasub_-,metasub_metal_wood,metasub_pvc,"metasub_metal, painted plastic, plastic",metasub_air control,metasub_air,metasub_positive control zymo,metasub_control air,metasub_negative control (air),metasub_metal/rubber,metasub_negative control,metasub_metal rubber,metasub_stone,metasub_polyester,metasub_touchscreen surface,metasub_skin,metasub_plaster,metasub_cloth,metasub_artificial fiber,metasub_copper wire,metasub_asbestos,metasub_rope,metasub_plastic wool like belt,metasub_tiles,metasub_paper,metasub_chair,metasub_plastic and glass,metasub_leather seat,metasub_positive control,metasub_water,metasub_ceramic,metasub_fake leather,metasub_control_y,metasub_metal/plastic,metasub_not identified,metasub_flesh,metasub_human hand,metasub_hand,metasub_metal with wooden handle,metasub_painted wood,metasub_seat,metasub_floor,metasub_glass rubber plastic,metasub_cement,metasub_synthetic leather,metasub_cell cover and screen,metasub_plastic and rubber,metasub_synthetic,metasub_formica,metasub_metal and formica,metasub_cell-phone screen and plastic cover,metasub_(probable) polypropylene fiber,metasub_pole,metasub_carpet fabric,virus tax id,virus name,virus lineage,refseq id,kegg genome,kegg disease,disease,host tax id,host name,host lineage,pmid,evidence,sample type,source organism,organism_name_y,gram_stain,gram_stain_citation,microbiome_location,microbiome_location_citation,antimicrobial_susceptibility,antimicrobial_susceptibility_citation,optimal_temperature,optimal_temperature_citation,extreme_environment,extreme_environment_citation,biofilm_forming,biofilm_forming_citation,optimal_ph,optimal_ph_citation,animal_pathogen,animal_pathogen_citation,spore_forming,spore_forming_citation,pathogenicity,pathogenicity_citation,plant_pathogen,non_null
58886,Sclerotinia sclerotiorum,5180,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435457.0,Sclerotinia sclerotiorum negative-stranded RNA virus 3,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; unassigned Mononegavirales,NC_026732,,,,5180.0,Sclerotinia sclerotiorum,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Sclerotiniaceae; Sclerotinia,,"NCBI Virus, RefSeq",,,Sclerotinia sclerotiorum,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33
58887,Sclerotinia sclerotiorum,5180,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659497.0,Sclerotinia sclerotiorum partitivirus S,Viruses; dsRNA viruses; Partitiviridae; unclassified Partitiviridae,"NC_013014, NC_013015",,,,5180.0,Sclerotinia sclerotiorum,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Sclerotiniaceae; Sclerotinia,,"NCBI Virus, RefSeq",,,Sclerotinia sclerotiorum,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33
58888,Sclerotinia sclerotiorum,5180,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435450.0,Sclerotinia sclerotiorum umbra-like virus 1,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae; Umbravirus; unclassified Umbravirus",NC_030203,,,,5180.0,Sclerotinia sclerotiorum,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Sclerotiniaceae; Sclerotinia,,"NCBI Virus, RefSeq",,,Sclerotinia sclerotiorum,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33
59431,Aspergillus clavatus,5057,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aspergillus clavatus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25
61730,Heterobasidion ecrustosum,745715,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631431.0,Heterobasidion partitivirus 3,Viruses; dsRNA viruses; Partitiviridae; Alphapartitivirus,"NC_038835, NC_038836",,,,745715.0,Heterobasidion ecrustosum,Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Bondarzewiaceae; Heterobasidion,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
62373,Lodderomyces elongisporus,36914,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lodderomyces elongisporus,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25
62601,Trichophyton verrucosum,63417,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trichophyton verrucosum,0.0,0.0,1.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25
63228,Cronartium ribicola,27354,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816484.0,Cronartium ribicola mitovirus 1,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus",NC_030393,,,,27354.0,Cronartium ribicola,Eukaryota; Fungi; Dikarya; Basidiomycota; Pucciniomycotina; Pucciniomycetes; Pucciniales; Cronartiaceae; Cronartium,27196406,"Literature, NCBI Virus",,,,,,,,,,,,,,,,,,,,,,,,,12
63229,Cronartium ribicola,27354,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816485.0,Cronartium ribicola mitovirus 2,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus",NC_030395,,,,27354.0,Cronartium ribicola,Eukaryota; Fungi; Dikarya; Basidiomycota; Pucciniomycotina; Pucciniomycetes; Pucciniales; Cronartiaceae; Cronartium,27196406,"Literature, NCBI Virus",,,,,,,,,,,,,,,,,,,,,,,,,12
63230,Cronartium ribicola,27354,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816486.0,Cronartium ribicola mitovirus 3,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus",NC_030396,,,,27354.0,Cronartium ribicola,Eukaryota; Fungi; Dikarya; Basidiomycota; Pucciniomycotina; Pucciniomycetes; Pucciniales; Cronartiaceae; Cronartium,27196406,"Literature, NCBI Virus",,,,,,,,,,,,,,,,,,,,,,,,,12
63231,Cronartium ribicola,27354,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816487.0,Cronartium ribicola mitovirus 4,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus",NC_030397,,,,27354.0,Cronartium ribicola,Eukaryota; Fungi; Dikarya; Basidiomycota; Pucciniomycotina; Pucciniomycetes; Pucciniales; Cronartiaceae; Cronartium,27196406,"Literature, NCBI Virus",,,,,,,,,,,,,,,,,,,,,,,,,12
63232,Cronartium ribicola,27354,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816488.0,Cronartium ribicola mitovirus 5,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus",NC_030399,,,,27354.0,Cronartium ribicola,Eukaryota; Fungi; Dikarya; Basidiomycota; Pucciniomycotina; Pucciniomycetes; Pucciniales; Cronartiaceae; Cronartium,27196406,"Literature, NCBI Virus",,,,,,,,,,,,,,,,,,,,,,,,,12
64446,Trichoderma harzianum,5544,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2315392.0,Trichoderma harzianum bipartite mycovirus 1,Viruses; unclassified RNA viruses,"NC_040768, NC_040769",,,,5544.0,Trichoderma harzianum,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Hypocreaceae; Trichoderma,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
64827,Endoconidiophora polonica,1580850,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235434.0,Ceratocystis polonica partitivirus,Viruses; dsRNA viruses; Partitiviridae; Betapartitivirus; Ceratocystis resinifera virus 1,"NC_010705, NC_010706",,,,1580850.0,Endoconidiophora polonica,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Microascales; Ceratocystidaceae; Endoconidiophora,,,,,,,,,,,,,,,,,,,,,,,,,,,10
65009,Botryosphaeria dothidea,55169,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405299.0,Botryosphaeria dothidea chrysovirus 1,Viruses; dsRNA viruses; Chrysoviridae; Chrysovirus; unclassified Chrysovirus,"NC_034268, NC_034269, NC_034270, NC_034271",,,,55169.0,Botryosphaeria dothidea,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Botryosphaeriales; Botryosphaeriaceae; Botryosphaeria,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
65010,Botryosphaeria dothidea,55169,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1547580.0,Botryosphaeria dothidea victorivirus 1,Viruses; dsRNA viruses; Totiviridae; Victorivirus; unclassified Victorivirus,NC_025214,,,,55169.0,Botryosphaeria dothidea,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Botryosphaeriales; Botryosphaeriaceae; Botryosphaeria,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
65011,Botryosphaeria dothidea,55169,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1516075.0,Botryosphaeria dothidea virus 1,Viruses; dsRNA viruses; Partitiviridae; unclassified Partitiviridae,"NC_033476, NC_033477, NC_033494, NC_033495, NC_033496",,,,55169.0,Botryosphaeria dothidea,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Botryosphaeriales; Botryosphaeriaceae; Botryosphaeria,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
65942,Pleospora typhicola,1075110,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1755785.0,Pleospora typhicola fusarivirus 1,Viruses; ssRNA viruses; unclassified ssRNA viruses; Fusariviridae,NC_028470,,,,1075110.0,Pleospora typhicola,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae; Pleospora,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
66277,Aspergillus flavus,5059,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aspergillus flavus,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25
68175,Gremmeniella abietina,127520,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279538.0,Gremmeniella abietina mitochondrial RNA virus S2,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus",NC_006264,,,,127520.0,Gremmeniella abietina,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Gremmeniella,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
68176,Gremmeniella abietina,127520,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152217.0,Gremmeniella abietina RNA virus L1,Viruses; dsRNA viruses; Totiviridae; Victorivirus,NC_003876,,,,127520.0,Gremmeniella abietina,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Gremmeniella,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
68177,Gremmeniella abietina,127520,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279539.0,Gremmeniella abietina RNA virus L2,Viruses; dsRNA viruses; Totiviridae; Totivirus; unclassified Totivirus,NC_005965,,,,127520.0,Gremmeniella abietina,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Gremmeniella,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
68178,Gremmeniella abietina,127520,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191436.0,Gremmeniella abietina RNA virus MS1,Viruses; dsRNA viruses; Partitiviridae; Gammapartitivirus,"NC_004018, NC_004019, NC_004020",,,,127520.0,Gremmeniella abietina,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Gremmeniella,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
68179,Gremmeniella abietina,127520,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374005.0,Gremmeniella abietina type B RNA virus XL1,Viruses; dsRNA viruses; Endornaviridae; Betaendornavirus; Gremmeniella abietina betaendornavirus 1,NC_007920,,,,127520.0,Gremmeniella abietina,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Gremmeniella,,"RefSeq, UniProt",,,,,,,,,,,,,,,,,,,,,,,,,11
68180,Gremmeniella abietina,127520,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374006.0,Gremmeniella abietina type B RNA virus XL2,Viruses; dsRNA viruses; Endornaviridae; Betaendornavirus; Gremmeniella abietina betaendornavirus 1,DQ399290,,,,127520.0,Gremmeniella abietina,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Gremmeniella,,"RefSeq, UniProt",,,,,,,,,,,,,,,,,,,,,,,,,11
68807,Fusarium solani f. robiniae,121877,forma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1511847.0,Fusarium solani virus 1,Viruses; dsRNA viruses; Partitiviridae; Gammapartitivirus,"NC_003885, NC_003886",,,,121877.0,Fusarium solani f. robiniae,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium; Fusarium solani species complex; Fusarium solani,8704307,Literature,,,,,,,,,,,,,,,,,,,,,,,,,12
70146,Tolypocladium cylindrosporum,38005,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939923.0,Tolypocladium cylindrosporum virus 1,Viruses; dsRNA viruses; Totiviridae; Victorivirus,NC_014823,,,,38005.0,Tolypocladium cylindrosporum,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Ophiocordycipitaceae; Tolypocladium,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
72709,Erysiphe trifoliorum,1486407,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714362.0,Red clover powdery mildew-associated totivirus 1,Viruses; dsRNA viruses; Totiviridae; unclassified Totiviridae,NC_028480,,,,1486407.0,Erysiphe trifoliorum,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Erysiphales; Erysiphaceae; Erysiphe,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
72710,Erysiphe trifoliorum,1486407,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714363.0,Red clover powdery mildew-associated totivirus 2,Viruses; dsRNA viruses; Totiviridae; unclassified Totiviridae,NC_028481,,,,1486407.0,Erysiphe trifoliorum,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Erysiphales; Erysiphaceae; Erysiphe,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
72711,Erysiphe trifoliorum,1486407,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714364.0,Red clover powdery mildew-associated totivirus 3,Viruses; dsRNA viruses; Totiviridae; unclassified Totiviridae,NC_028483,,,,1486407.0,Erysiphe trifoliorum,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Erysiphales; Erysiphaceae; Erysiphe,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
72712,Erysiphe trifoliorum,1486407,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714366.0,Red clover powdery mildew-associated totivirus 5,Viruses; dsRNA viruses; Totiviridae; unclassified Totiviridae,NC_028485,,,,1486407.0,Erysiphe trifoliorum,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Erysiphales; Erysiphaceae; Erysiphe,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
72713,Erysiphe trifoliorum,1486407,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714367.0,Red clover powdery mildew-associated totivirus 6,Viruses; dsRNA viruses; Totiviridae; unclassified Totiviridae,NC_028486,,,,1486407.0,Erysiphe trifoliorum,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Erysiphales; Erysiphaceae; Erysiphe,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
