scientific_name,taxonomic_id,rank,animal_pathogen,antimicrobial_susceptibility,biofilm_forming,extreme_environment,genome_availability,gram_stain,halotolerance_classification,host_lineage,host_name,human_pathogen,kegg_genome,metasub_(faux?)_leather,metasub_(probable)_polypropylene_fiber,metasub_-,metasub_air,metasub_air_control,metasub_amaguchi,metasub_antarctica,metasub_artificial_fiber,metasub_asbestos,metasub_auckland,metasub_baltimore,metasub_barcelona,metasub_belfast,metasub_berlin,metasub_birmingham,metasub_bmat,metasub_bogota,metasub_bradford,metasub_brisbane,metasub_bristol,metasub_bury,metasub_cairngorm,metasub_carpet,metasub_carpet_fabric,metasub_cell-phone_screen_and_plastic_cover,metasub_cell_cover_and_screen,metasub_cement,metasub_ceramic,metasub_chair,metasub_cloth,metasub_concrete,metasub_control_air,metasub_copper_wire,metasub_denver,metasub_doha,metasub_east_asia,metasub_eastbourne,metasub_eden,metasub_edinborough,metasub_europe,metasub_fabric,metasub_fairbanks,metasub_fake_leather,metasub_faux_leather,metasub_flesh,metasub_floor,metasub_formica,metasub_fukuoka,metasub_glass,metasub_glass_rubber_plastic,metasub_granite,metasub_hamilton,metasub_hand,metasub_hanoi,metasub_hong_kong,metasub_human_hand,metasub_ilorin,metasub_islington,metasub_jaywick,metasub_kensington,metasub_kuala_lumpur,metasub_kyiv,metasub_lands_end,metasub_leather,metasub_leather_seat,metasub_lisbon,metasub_london,metasub_marble,metasub_marble-like,metasub_marseille,metasub_metal,metasub_metal/plastic,metasub_metal/rubber,metasub_metal__painted_plastic__plastic,metasub_metal_and_formica,metasub_metal_and_marble,metasub_metal_plastic,metasub_metal_rubber,metasub_metal_with_wooden_handle,metasub_metal_wood,metasub_middle_east,metasub_minneapolis,metasub_naples,metasub_neg_control,metasub_negative_control,metasub_negative_control_(air),metasub_new_ork_city,metasub_newcastle,metasub_north_america,metasub_oceania,metasub_offa,metasub_oslo,metasub_other_control,metasub_painted_metal,metasub_painted_wood,metasub_paper,metasub_paris,metasub_plaster,metasub_plastic,metasub_plastic_and_glass,metasub_plastic_and_rubber,metasub_plastic_wool_like_belt,metasub_pole,metasub_polyester,metasub_porto,metasub_pos_control,metasub_positive_control,metasub_positive_control_zymo,metasub_pvc,metasub_rio_de_janeiro,metasub_rope,metasub_rubber,metasub_sacramento,metasub_santiago,metasub_seat,metasub_sendai,metasub_seoul,metasub_singapore,metasub_skin,metasub_sofia,metasub_south_america,metasub_st_louis,metasub_stainless_steel,metasub_stockholm,metasub_stone,metasub_sub_saharan_africa,metasub_swansea,metasub_synthetic,metasub_synthetic_leather,metasub_taipei,metasub_tile,metasub_tiles,metasub_tokyo,metasub_touchscreen_surface,metasub_tsuruoka,metasub_vienna,metasub_vinyl,metasub_water,metasub_wood,metasub_zurich,optimal_ph,optimal_temperature,pathogenicity,plant_pathogen,salinity_concentration/range(w/v),spore_forming,virus_lineage,virus_name
Erysiphe trifoliorum,1486407,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Erysiphales; Erysiphaceae; Erysiphe,Erysiphe trifoliorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Totiviridae; unclassified Totiviridae,"Red clover powdery mildew-associated totivirus 5, Red clover powdery mildew-associated totivirus 6, Red clover powdery mildew-associated totivirus 7, Red clover powdery mildew-associated totivirus 1, Red clover powdery mildew-associated totivirus 2, Red clover powdery mildew-associated totivirus 3, Red clover powdery mildew-associated totivirus 9"
Flammulina velutipes,38945,species,,,,,,,,Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Physalacriaceae; Flammulina,Flammulina velutipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Partitiviridae; Alphapartitivirus,Flammulina velutipes browning virus
Fusarium asiaticum,282267,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium; Fusarium sambucinum species complex,Fusarium asiaticum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Totiviridae; Victorivirus; unclassified Victorivirus,Fusarium asiaticum victorivirus 1
Fusarium coeruleum,57164,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium,Fusarium coeruleum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus",Fusarium coeruleum mitovirus 1
Fusarium globosum,78864,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium; Fusarium fujikuroi species complex,Fusarium globosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus",Fusarium globosum mitovirus 1
Fusarium graminearum,5518,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium; Fusarium sambucinum species complex,Fusarium graminearum,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Sometimes,,Always,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; unclassified Tymovirales, Viruses; dsRNA viruses; Hypoviridae; Hypovirus; unclassified Hypovirus, Viruses; unclassified viruses, Viruses; dsRNA viruses; unclassified dsRNA viruses, Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Deltaflexiviridae; Deltaflexivirus; Fusarium deltaflexivirus 1","Fusarium graminearum dsRNA mycovirus-4, Fusarium graminearum mycotymovirus 1, Fusarium graminearum deltaflexivirus 1, Fusarium graminearum dsRNA mycovirus-3, Fusarium graminearum dsRNA mycovirus-1, Fusarium graminearum hypovirus 1, Fusarium graminearum alternavirus 1, Fusarium graminearum hypovirus 2"
Fusarium langsethiae,179993,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium; Fusarium sambucinum species complex,Fusarium langsethiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Hypoviridae; unclassified Hypoviridae,Fusarium langsethiae hypovirus 1
Fusarium poae,36050,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium; Fusarium sambucinum species complex,Fusarium poae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA negative-strand viruses; unclassified ssRNA negative-strand viruses, Viruses; unclassified viruses, Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Narnavirus; unclassified Narnavirus, Viruses; dsRNA viruses; Partitiviridae; Betapartitivirus, Viruses; ssRNA viruses; unclassified ssRNA viruses; Fusariviridae, Viruses; dsRNA viruses; Totiviridae; Victorivirus; unclassified Victorivirus, Viruses; dsRNA viruses; Partitiviridae; Betapartitivirus; Fusarium poae virus 1, Viruses; dsRNA viruses; Partitiviridae; unclassified Partitiviridae, Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus, Viruses; dsRNA viruses; unclassified dsRNA viruses","Fusarium poae victorivirus 1, Fusarium poae mitovirus 4, Fusarium poae mitovirus 2, Fusarium poae mitovirus 3, Fusarium poae narnavirus 2, Fusarium poae mitovirus 1, Fusarium poae mycovirus 1, Fusarium poae virus 1-240374, Fusarium poae negative-stranded virus 1, Fusarium poae dsRNA virus 3, Fusarium poae dsRNA virus 2, Fusarium poae alternavirus 1, Fusarium poae mycovirus 2, Fusarium poae virus 1, Fusarium poae fusarivirus 1, Fusarium poae negative-stranded virus 2, Fusarium poae partitivirus 2, Fusarium poae narnavirus 1"
Fusarium solani,169388,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium; Fusarium solani species complex,Fusarium solani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Partitiviridae; Gammapartitivirus,Fusarium solani virus 1
Fusarium solani f. robiniae,121877,forma,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium; Fusarium solani species complex; Fusarium solani,Fusarium solani f. robiniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Partitiviridae; Gammapartitivirus,Fusarium solani virus 1
Gigaspora margarita,4874,species,,,,,,,,Eukaryota; Fungi; Mucoromycota; Glomeromycotina; Glomeromycetes; Diversisporales; Gigasporaceae; Gigaspora,Gigaspora margarita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus, Viruses; dsRNA viruses; Totiviridae; Giardiavirus; unclassified Giardiavirus","Gigaspora margarita giardia-like virus 1, Gigaspora margarita mitovirus 4, Gigaspora margarita mitovirus 2, Gigaspora margarita mitovirus 3, Gigaspora margarita mitovirus 1"
Golovinomyces cichoracearum,62708,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Erysiphales; Erysiphaceae; Golovinomyces,Golovinomyces cichoracearum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Endornaviridae; Alphaendornavirus,Erysiphe cichoracearum alphaendornavirus
Gremmeniella abietina,127520,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Gremmeniella,Gremmeniella abietina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus, Viruses; dsRNA viruses; Totiviridae; Totivirus; unclassified Totivirus, Viruses; dsRNA viruses; Totiviridae; Victorivirus, Viruses; dsRNA viruses; Partitiviridae; Gammapartitivirus, Viruses; dsRNA viruses; Endornaviridae; Betaendornavirus; Gremmeniella abietina betaendornavirus 1","Gremmeniella abietina RNA virus L1, Gremmeniella abietina type B RNA virus XL2, Gremmeniella abietina type B RNA virus XL1, Gremmeniella abietina RNA virus L2, Gremmeniella abietina mitochondrial RNA virus S2, Gremmeniella abietina RNA virus MS1"
Helicobasidium mompa,54444,species,,,,,,,,Eukaryota; Fungi; Dikarya; Basidiomycota; Pucciniomycotina; Pucciniomycetes; Helicobasidiales; Helicobasidiaceae; Helicobasidium,Helicobasidium mompa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; dsRNA viruses; Endornaviridae; Alphaendornavirus, Viruses; dsRNA viruses; Totiviridae; Victorivirus","Helicobasidium mompa alphaendornavirus 1, Helicobasidium mompa totivirus 1-17"
Heterobasidion abietinum,207833,species,,,,,,,,Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Bondarzewiaceae; Heterobasidion,Heterobasidion abietinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Partitiviridae; Alphapartitivirus,Heterobasidion partitivirus 1
Heterobasidion annosum,13563,species,,,,,,,,Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Bondarzewiaceae; Heterobasidion,Heterobasidion annosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Partitiviridae; Alphapartitivirus,"Heterobasidion partitivirus 13, Heterobasidion partitivirus 12"
Heterobasidion ecrustosum,745715,species,,,,,,,,Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Bondarzewiaceae; Heterobasidion,Heterobasidion ecrustosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Partitiviridae; Alphapartitivirus,Heterobasidion partitivirus 3
Heterobasidion irregulare,984962,species,,,,,,,,Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Bondarzewiaceae; Heterobasidion,Heterobasidion irregulare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Partitiviridae; Betapartitivirus,Heterobasidion partitivirus 8
Heterobasidion parviporum,207832,species,,,,,,,,Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Bondarzewiaceae; Heterobasidion,Heterobasidion parviporum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; dsRNA viruses; Partitiviridae; Alphapartitivirus, Viruses; dsRNA viruses; Partitiviridae; Betapartitivirus","Heterobasidion partitivirus 2, Heterobasidion partitivirus 15, Heterobasidion partitivirus 7"
Hypomyces,5130,genus,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Hypocreaceae,Hypomyces,,T40279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae; Betacarmovirus",Turnip crinkle virus
Kazachstania africana,432096,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Always,,
Kluyveromyces lactis,28985,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,Always Observed,Never Observed,Rarely Observed,Never Observed,Never Observed,Never Observed,Never Observed,Never Observed,Never Observed,Rarely Observed,Rarely Observed,Fairly Observed,Never Observed,Mostly Observed,Never Observed,Always Observed,Mostly Observed,Never Observed,Rarely Observed,Never Observed,Never Observed,Fairly Observed,Mostly Observed,Never Observed,Never Observed,Never Observed,Rarely Observed,Fairly Observed,Never Observed,Never Observed,Rarely Observed,Never Observed,Never Observed,Fairly Observed,Rarely Observed,Rarely Observed,Never Observed,Rarely Observed,Never Observed,Fairly Observed,Never Observed,Fairly Observed,Never Observed,Never Observed,Never Observed,Never Observed,Always Observed,Never Observed,Rarely Observed,Never Observed,Fairly Observed,Never Observed,Never Observed,Rarely Observed,Rarely Observed,Never Observed,Rarely Observed,Never Observed,Rarely Observed,Never Observed,Never Observed,Rarely Observed,Never Observed,Rarely Observed,Never Observed,Never Observed,Rarely Observed,Never Observed,Never Observed,Mostly Observed,Rarely Observed,Fairly Observed,Never Observed,Always Observed,Never Observed,Never Observed,Fairly Observed,Never Observed,Never Observed,Rarely Observed,Rarely Observed,Rarely Observed,Fairly Observed,Never Observed,Never Observed,Never Observed,Rarely Observed,Never Observed,Rarely Observed,Rarely Observed,Never Observed,Fairly Observed,Rarely Observed,Fairly Observed,Always Observed,Never Observed,Fairly Observed,Never Observed,Rarely Observed,Never Observed,Never Observed,Always Observed,Never Observed,Rarely Observed,Fairly Observed,Never Observed,Never Observed,Always Observed,Rarely Observed,Mostly Observed,Always Observed,Rarely Observed,Mostly Observed,Fairly Observed,Never Observed,Rarely Observed,Rarely Observed,Fairly Observed,Rarely Observed,Mostly Observed,Fairly Observed,Never Observed,Fairly Observed,Fairly Observed,Rarely Observed,Rarely Observed,Never Observed,Never Observed,Never Observed,Rarely Observed,Never Observed,Never Observed,Rarely Observed,Never Observed,Never Observed,Rarely Observed,Fairly Observed,Never Observed,Rarely Observed,Rarely Observed,0.0,0.0,0.0,Maybe Not,,Always,,
Kluyveromyces marxianus,4911,species,,,,,,,,,,,,Always Observed,Fairly Observed,Fairly Observed,Rarely Observed,Never Observed,Fairly Observed,Fairly Observed,Never Observed,Never Observed,Rarely Observed,Always Observed,Mostly Observed,Mostly Observed,Mostly Observed,Rarely Observed,Always Observed,Mostly Observed,Fairly Observed,Fairly Observed,Fairly Observed,Fairly Observed,Fairly Observed,Always Observed,Always Observed,Never Observed,Always Observed,Fairly Observed,Always Observed,Always Observed,Fairly Observed,Fairly Observed,Never Observed,Always Observed,Mostly Observed,Mostly Observed,Fairly Observed,Fairly Observed,Rarely Observed,Mostly Observed,Fairly Observed,Fairly Observed,Fairly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Never Observed,Fairly Observed,Always Observed,Mostly Observed,Rarely Observed,Always Observed,Mostly Observed,Fairly Observed,Always Observed,Fairly Observed,Rarely Observed,Fairly Observed,Mostly Observed,Fairly Observed,Mostly Observed,Fairly Observed,Fairly Observed,Always Observed,Rarely Observed,Fairly Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Fairly Observed,Mostly Observed,Fairly Observed,Always Observed,Fairly Observed,Fairly Observed,Rarely Observed,Fairly Observed,Fairly Observed,Fairly Observed,Fairly Observed,Fairly Observed,Always Observed,Rarely Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Never Observed,Always Observed,Never Observed,Mostly Observed,Always Observed,Fairly Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Fairly Observed,Mostly Observed,Fairly Observed,Mostly Observed,Mostly Observed,Always Observed,Mostly Observed,Mostly Observed,Mostly Observed,Fairly Observed,Fairly Observed,Always Observed,Always Observed,Fairly Observed,Mostly Observed,Always Observed,Fairly Observed,Always Observed,Mostly Observed,Mostly Observed,Mostly Observed,Never Observed,Fairly Observed,Fairly Observed,,,,,,,,
Komagataella pastoris,4922,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Never,,
Laccaria bicolor,29883,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Sometimes,,Always,,
Lachancea thermotolerans,381046,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,37.0,0.0,Maybe Not,,Always,,
Leptosphaeria biglobosa,220672,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Leptosphaeriaceae; Leptosphaeria,Leptosphaeria biglobosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus",Leptosphaeria biglobosa mitovirus 1
Leptosphaeria maculans,5022,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Sometimes,,Never,,
Lodderomyces elongisporus,36914,species,Maybe Not,Maybe Not,Always,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,30.0,0.0,Maybe Not,,Always,,
Macrophomina phaseolina,35725,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Botryosphaeriales; Botryosphaeriaceae; Macrophomina,Macrophomina phaseolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Virgaviridae; unclassified Virgaviridae",Macrophomina phaseolina tobamo-like virus
Magnaporthe,148303,genus,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Magnaporthales; Magnaporthaceae,Magnaporthe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; unclassified viruses, Viruses; dsRNA viruses; Totiviridae; Victorivirus; unclassified Victorivirus, Viruses; dsRNA viruses; Chrysoviridae; Chrysovirus; unclassified Chrysovirus, Viruses; dsRNA viruses; Totiviridae; Victorivirus","Magnaporthe oryzae RNA virus, Magnaporthe oryzae virus 3, Magnaporthe oryzae chrysovirus 1, Magnaporthe oryzae virus 2, Magnaporthe oryzae virus 1"
