,scientific_name,counts
10050,Human polyomavirus 12,5
10051,Human polyomavirus 13,0
10052,Human polyomavirus 2,0
10053,Human polyomavirus 3,2
10054,Human polyomavirus 4,0
10055,Human polyomavirus 5,0
10056,Human polyomavirus 6,2
10057,Human polyomavirus 7,2
10058,Human polyomavirus 8,0
10059,Human polyomavirus 9,5
10060,Human respirovirus 1,3
10061,Human respirovirus 3,3
10062,Human rhinovirus 200,0
10063,Human rhinovirus 263 Berlin 2004,0
10064,Human rhinovirus 3083/rhino/Hyogo/2005,0
10065,Human rhinovirus 7316563,0
10066,Human rhinovirus A2039_171204,0
10067,Human rhinovirus A2067_170305,0
10068,Human rhinovirus A2086_271204,0
10069,Human rhinovirus A2134_180705,0
10070,Human rhinovirus A2139_010605,0
10071,Human rhinovirus A2192_070605,0
10072,Human rhinovirus A2208_270105,0
10073,Human rhinovirus A2215_140905,0
10074,Human rhinovirus A2230_090605,0
10075,Human rhinovirus AMS323,0
10076,Human rhinovirus C192483,0
10077,Human rhinovirus C210920,0
10078,Human rhinovirus C326876,0
10079,Human rhinovirus C326878,0
10080,Human rhinovirus DK-1,0
10081,Human rhinovirus DK-30,0
10082,Human rhinovirus DK-33,0
10083,Human rhinovirus DK-42,0
10084,Human rhinovirus EBC3/Belgium/2008,0
10085,Human rhinovirus EBC48/Belgium/2009,0
10086,Human rhinovirus EBC6/Belgium/2009,0
10087,Human rhinovirus GA2357,0
10088,Human rhinovirus GA23582,0
10089,Human rhinovirus GA23584,0
10090,Human rhinovirus GA23587,0
10091,Human rhinovirus GA23592,0
10092,Human rhinovirus GA23597,0
10093,Human rhinovirus GA23614,0
10094,Human rhinovirus GA23615,0
10095,Human rhinovirus GA23636,0
10096,Human rhinovirus HC85215,0
10097,Human rhinovirus HC90837,0
10098,Human rhinovirus HC90841,0
10099,Human rhinovirus HC90893,0
10100,Human rhinovirus Hu/C1-261208/Singapore/2008,0
10101,Human rhinovirus IN-26,0
10102,Human rhinovirus IN-35,0
10103,Human rhinovirus IN-36,0
10104,Human rhinovirus K1091_301104,0
10105,Human rhinovirus K1206_290704,0
10106,Human rhinovirus K1344_190105,0
10107,Human rhinovirus K1348_290405,0
10108,Human rhinovirus K1412_210305,0
10109,Human rhinovirus K1436_170305,0
10110,Human rhinovirus K1442_210105,0
10111,Human rhinovirus K1449_260104,0
10112,Human rhinovirus K1454_200105,0
10113,Human rhinovirus K1454_210305,0
10114,Human rhinovirus K1474_060505,0
10115,Human rhinovirus K1499_180405,0
10116,Human rhinovirus K1499_260105,0
10117,Human rhinovirus K1508_240105,0
10118,Human rhinovirus K1511_080305,0
10119,Human rhinovirus K1525_200405,0
10120,Human rhinovirus K1544_070605,0
10121,Human rhinovirus K1587_020205,0
10122,Human rhinovirus K2312_161105,0
10123,Human rhinovirus K2323_280405,0
10124,Human rhinovirus K2324_150305,0
10125,Human rhinovirus KR1768,0
10126,Human rhinovirus KR1773,0
10127,Human rhinovirus KR1866,0
10128,Human rhinovirus KR1868,0
10129,Human rhinovirus KR1869,0
10130,Human rhinovirus KR1873,0
10131,Human rhinovirus KR1884,0
10132,Human rhinovirus KR1885,0
10133,Human rhinovirus KR1902,0
10134,Human rhinovirus KR1936,0
10135,Human rhinovirus KR1937,0
10136,Human rhinovirus KR1945,0
10137,Human rhinovirus KR1956,0
10138,Human rhinovirus KR1961,0
10139,Human rhinovirus KR1979,0
10140,Human rhinovirus KR2031,0
10141,Human rhinovirus KR2057,0
10142,Human rhinovirus KR2063,0
10143,Human rhinovirus KR2072,0
10144,Human rhinovirus KR2098,0
10145,Human rhinovirus KR2113,0
10146,Human rhinovirus KR2126,0
10147,Human rhinovirus KR2146,0
10148,Human rhinovirus KR2155,0
10149,Human rhinovirus KR2172,0
10150,Human rhinovirus KR2174,0
10151,Human rhinovirus KR2184,0
10152,Human rhinovirus KR2206,0
10153,Human rhinovirus KR2217,0
10154,Human rhinovirus KR2218,0
10155,Human rhinovirus KR2220,0
10156,Human rhinovirus KR2244,0
10157,Human rhinovirus KR2261,0
10158,Human rhinovirus KR2264,0
10159,Human rhinovirus KR2271,0
10160,Human rhinovirus KR2275,0
10161,Human rhinovirus KR2285,0
10162,Human rhinovirus KR2288,0
10163,Human rhinovirus KR2301,0
10164,Human rhinovirus KR2311,0
10165,Human rhinovirus KR2313,0
10166,Human rhinovirus KR2315,0
10167,Human rhinovirus KR2316,0
10168,Human rhinovirus KR2320,0
10169,Human rhinovirus KR2390,0
10170,Human rhinovirus KR2394,0
10171,Human rhinovirus KR2398,0
10172,Human rhinovirus KR2425,0
10173,Human rhinovirus KR2484,0
10174,Human rhinovirus KR2543,0
10175,Human rhinovirus KR2569,0
10176,Human rhinovirus KR2581,0
10177,Human rhinovirus KR2606,0
10178,Human rhinovirus KR2629,0
10179,Human rhinovirus N53728,0
10180,Human rhinovirus N53729,0
10181,Human rhinovirus NH114,0
10182,Human rhinovirus NH143,0
10183,Human rhinovirus NH144,0
10184,Human rhinovirus NH151,0
10185,Human rhinovirus NH152,0
10186,Human rhinovirus NH156,0
10187,Human rhinovirus NH163,0
10188,Human rhinovirus NH204,0
10189,Human rhinovirus NH206,0
10190,Human rhinovirus NH207,0
10191,Human rhinovirus NH209,0
10192,Human rhinovirus NH210,0
10193,Human rhinovirus NH219,0
10194,Human rhinovirus NH226,0
10195,Human rhinovirus NH243,0
10196,Human rhinovirus NH244,0
10197,Human rhinovirus NH247,0
10198,Human rhinovirus NH248,0
10199,Human rhinovirus NH253,0
10200,Human rhinovirus NH263,0
10201,Human rhinovirus NH280,0
10202,Human rhinovirus NH281,0
10203,Human rhinovirus NH287,0
10204,Human rhinovirus NH290,0
10205,Human rhinovirus NH294,0
10206,Human rhinovirus NH3030,0
10207,Human rhinovirus NH3039,0
10208,Human rhinovirus NH309,0
10209,Human rhinovirus NH3131,0
10210,Human rhinovirus NH3271,0
10211,Human rhinovirus NH3285,0
10212,Human rhinovirus NH329,0
10213,Human rhinovirus NH3308,0
10214,Human rhinovirus NH3328,0
10215,Human rhinovirus NH334,0
10216,Human rhinovirus NH3359,0
10217,Human rhinovirus NH336,0
10218,Human rhinovirus NH3463,0
10219,Human rhinovirus NH3500,0
10220,Human rhinovirus NH3555,0
10221,Human rhinovirus NH357,0
10222,Human rhinovirus NH358,0
10223,Human rhinovirus NH3600,0
10224,Human rhinovirus NH361,0
10225,Human rhinovirus NH3629,0
10226,Human rhinovirus NH363,0
10227,Human rhinovirus NH3650,0
10228,Human rhinovirus NH3671,0
10229,Human rhinovirus NH3691,0
10230,Human rhinovirus NH3736,0
10231,Human rhinovirus NH3750,0
10232,Human rhinovirus NH379,0
10233,Human rhinovirus NH384,0
10234,Human rhinovirus NH385,0
10235,Human rhinovirus NH3866,0
10236,Human rhinovirus NH3908,0
10237,Human rhinovirus NH3924,0
10238,Human rhinovirus NH3952,0
10239,Human rhinovirus NH3963,0
10240,Human rhinovirus NH3994,0
10241,Human rhinovirus NH4010,0
10242,Human rhinovirus NH4019,0
10243,Human rhinovirus NH4032,0
10244,Human rhinovirus NH4054,0
10245,Human rhinovirus NH4065,0
10246,Human rhinovirus NH4111,0
10247,Human rhinovirus NH4130,0
10248,Human rhinovirus NH4145,0
10249,Human rhinovirus NH42,0
10250,Human rhinovirus NH4215,0
10251,Human rhinovirus NH4299,0
10252,Human rhinovirus NH4331,0
10253,Human rhinovirus NH4347,0
10254,Human rhinovirus NH4367,0
10255,Human rhinovirus NH4382,0
10256,Human rhinovirus NH4443,0
10257,Human rhinovirus NH4479,0
10258,Human rhinovirus NH4508,0
10259,Human rhinovirus NH4520,0
10260,Human rhinovirus NH4545,0
10261,Human rhinovirus NH53,0
10262,Human rhinovirus NH62,0
10263,Human rhinovirus NH70,0
10264,Human rhinovirus NH71,0
10265,Human rhinovirus NH94,0
10266,Human rhinovirus NSHM81/Belgium/2009,0
10267,Human rhinovirus NY-003,0
10268,Human rhinovirus NY-028,0
10269,Human rhinovirus NY-041,0
10270,Human rhinovirus NY-042,0
10271,Human rhinovirus NY-060,0
10272,Human rhinovirus NY-063,0
10273,Human rhinovirus NY-074,0
10274,Human rhinovirus NY-1085,0
10275,Human rhinovirus Nh335,0
10276,Human rhinovirus SA365412,0
10277,Human rhinovirus SA377120,0
10278,Human rhinovirus SA434053,0
10279,Human rhinovirus SA440023,0
10280,Human rhinovirus SA442718,0
10281,Human rhinovirus SO4302,0
10282,Human rhinovirus SO4450,0
10283,Human rhinovirus SO4463,0
10284,Human rhinovirus SO4868,0
10285,Human rhinovirus SO4895,0
10286,Human rhinovirus SO4897,0
10287,Human rhinovirus SO5797,0
10288,Human rhinovirus SO5854,0
10289,Human rhinovirus SO5986,0
10290,Human rhinovirus SO6666,0
10291,Human rhinovirus SO6813,0
10292,Human rhinovirus SO6819,0
10293,Human rhinovirus W9769,0
10294,Human rhinovirus W9783,0
10295,Human rhinovirus hRVLz118,0
10296,Human rhinovirus hRVLz122,0
10297,Human rhinovirus hRVLz123,0
10298,Human rhinovirus hRVLz124,0
10299,Human rhinovirus hRVLz127,0
10300,Human rhinovirus hRVLz13,0
10301,Human rhinovirus hRVLz135,0
10302,Human rhinovirus hRVLz144,0
10303,Human rhinovirus hRVLz148,0
10304,Human rhinovirus hRVLz163,0
10305,Human rhinovirus hRVLz167,0
10306,Human rhinovirus hRVLz171,0
10307,Human rhinovirus hRVLz178,0
10308,Human rhinovirus hRVLz184,0
10309,Human rhinovirus hRVLz185,0
10310,Human rhinovirus hRVLz187,0
10311,Human rhinovirus hRVLz214,0
10312,Human rhinovirus hRVLz218,0
10313,Human rhinovirus hRVLz220,0
10314,Human rhinovirus hRVLz238,0
10315,Human rhinovirus hRVLz239,0
10316,Human rhinovirus hRVLz265,0
10317,Human rhinovirus hRVLz267,0
10318,Human rhinovirus hRVLz269,0
10319,Human rhinovirus hRVLz281,0
10320,Human rhinovirus hRVLz287,0
10321,Human rhinovirus hRVLz293,0
10322,Human rhinovirus hRVLz294,0
10323,Human rhinovirus hRVLz298,0
10324,Human rhinovirus hRVLz299,0
10325,Human rhinovirus hRVLz309,0
10326,Human rhinovirus hRVLz315,0
10327,Human rhinovirus hRVLz317,0
10328,Human rhinovirus hRVLz330,0
10329,Human rhinovirus hRVLz331,0
10330,Human rhinovirus hRVLz332,0
10331,Human rhinovirus hRVLz333,0
10332,Human rhinovirus hRVLz335,0
10333,Human rhinovirus hRVLz337,0
10334,Human rhinovirus hRVLz343,0
10335,Human rhinovirus hRVLz344,0
10336,Human rhinovirus hRVLz349,0
10337,Human rhinovirus hRVLz355,0
10338,Human rhinovirus hRVLz357,0
10339,Human rhinovirus hRVLz378,0
10340,Human rhinovirus hRVLz383,0
10341,Human rhinovirus hRVLz390,0
10342,Human rhinovirus hRVLz392,0
10343,Human rhinovirus hRVLz406,0
10344,Human rhinovirus hRVLz8,0
10345,Human rhinovirus hRVLz84,0
10346,Human rhinovirus hRVLz86,0
10347,Human rhinovirus hRVLz89,0
10348,Human rubulavirus 2,3
10349,Human rubulavirus 4,0
10350,Human rubulavirus G09-P1,0
10351,Human rubulavirus G09-P6b,0
10352,Human rubulavirus G09-P6c,0
10353,Human rubulavirus PP1-P1,0
10354,Human rubulavirus PP1-P6b,0
10355,Human rubulavirus PP1-P6c,0
10356,Human rubulavirus PP2,0
10357,Human smacovirus 1,2
10358,Human torovirus,0
10359,Hump-back grouper nervous necrosis virus,0
10360,Humulus japonicus latent virus,6
10361,Hunnivirus,0
10362,Hunnivirus 05VZ,0
10363,Hunnivirus 83GR,0
10364,Hunnivirus A,0
10365,Hunter Island virus,2
10366,Hupolycivirus,0
10367,Husavirus,0
10368,Husavirus ACS160,0
10369,Husavirus ACS178,0
10370,Husavirus ACS200,0
10371,Husavirus VSAD,0
10372,Husavirus sp.,2
10373,Hyacinth mosaic virus,2
10374,Hyblaea puera nucleopolyhedrovirus,0
10375,Hybrid grouper megalocytivirus,0
10376,Hybrid phage HybP-Knphi,0
10377,Hydrangea chlorotic mottle virus,2
10378,Hydrangea ringspot virus,3
10379,Hydrogenobaculum phage 1,2
10380,Hylobates muelleri lymphocryptovirus 1,0
10381,Hymenopteran ambidensovirus 1,0
10382,Hymenoscyphus fraxineus mitovirus 1,0
10383,Hynobius nebulosus virus,0
10384,Hypericum yellow mosaic virus,0
10385,Hyperthermophilic Archaeal Virus 1,4
10386,Hyperthermophilic Archaeal Virus 2,4
10387,Hyphantria cunea granulovirus,0
10388,Hyphantria cunea nucleopolyhedrovirus,2
10389,Hypnovirus RML54,0
10390,Hyposidra infixaria NPV,0
10391,Hyposidra talaca NPV,0
10392,Hyposoter didymator ichnovirus,0
10393,Hyposoter fugitivus ichnovirus,4
10394,Hyposoter ichnovirus EGC-2015,0
10395,Hypoviridae,0
10396,Hypovirus,0
10397,Hypsugo bat coronavirus HKU25,0
10398,Hypsugo savii rhabdovirus 1,0
10399,Hytrosaviridae,0
10400,I612045 virus,0
10401,IAP H10,0
10402,IAS virus,2
10403,IC4 retrovirus,0
10404,Ia io picornavirus 1,2
10405,Iaco orthobunyavirus,0
10406,Iapetusvirus,0
10407,Iberian fish nodavirus,0
10408,Ichnovirus,0
10409,Ichtadenovirus,0
10410,Ictalurid herpesvirus 1,6
10411,Ictalurid herpesvirus 2,2
10412,Ictalurid rhabdovirus,0
10413,Ictalurivirus,0
10414,Ictalurus melas ranavirus,0
10415,Idaea seriata nucleopolyhedrovirus,0
10416,Idaeovirus,0
10417,Idiomarinaceae phage 1N2-2,2
10418,Idiomarinaceae phage Phi1M2-2,2
10419,Idiomarinaceae phage phiOM2-OM,0
10420,Idnoreovirus,0
10421,Idnoreovirus 1,0
10422,Idotea virus IWaV278,0
10423,Ife virus,0
10424,Iflaviridae,0
10425,Iflavirus,0
10426,Igacovirus,0
10427,Iguanid herpesvirus 2,0
10428,Ikedavirus,0
10429,Ikoma lyssavirus,7
10430,Ilarvirus,0
10431,Ilesha orthobunyavirus,0
10432,Ilheus virus,6
10433,Ilomantsi virus,2
10434,Iltovirus,0
10435,Ilzatvirus,0
10436,Imjin mivirus,0
10437,Imjin thottimvirus,0
10438,Impala herpesvirus 1,0
10439,Impatiens flower break virus,2
10440,Imperata yellow mottle virus,6
10441,Incheonvrus,0
10442,Indian cassava mosaic virus,6
10443,Indian citrus ringspot virus,6
10444,Indian peanut clump virus,3
10445,Indiana vesiculovirus,0
10446,Indivirus,0
10447,Indivirus ILV1,0
10448,Indri pegivirus,0
10449,Infectious bursal disease virus,3
10450,Infectious flacherie virus,5
10451,Infectious pancreatic necrosis virus,4
10452,Infectious spleen and kidney necrosis virus,6
10453,Influenza A virus,5
10454,Influenza B virus,5
10455,Influenza C virus,5
10456,Influenza D virus,0
10457,Infratovirus,0
10458,Infratovirus 1,0
10459,Ingleside virus,0
10460,Ingwavuma orthobunyavirus,0
10461,Inhangapi virus,2
10462,Inhavirus,0
10463,Iniid herpesvirus 1,0
10464,Inland bearded dragon ranavirus,0
10465,Inoviridae,0
10466,Inovirus,0
10467,Inovirus C2,0
10468,Inshuvirus,0
10469,Intracisternal A-particles,0
10470,Invertebrate iridescent virus 1,0
10471,Invertebrate iridescent virus 16,0
10472,Invertebrate iridescent virus 2,0
10473,Invertebrate iridescent virus 22,2
10474,Invertebrate iridescent virus 23,0
10475,Invertebrate iridescent virus 24,0
10476,Invertebrate iridescent virus 25,0
10477,Invertebrate iridescent virus 29,0
10478,Invertebrate iridescent virus 3,5
10479,Invertebrate iridescent virus 30,2
10480,Invertebrate iridescent virus 31,0
10481,Invertebrate iridescent virus 6,6
10482,Invertebrate iridescent virus 9,3
10483,Invertebrate iridovirus 22,5
10484,Invertebrate iridovirus 25,2
10485,Invictavirus,0
10486,Iodobacteriophage phiPLPE,5
10487,Ionavirus,0
10488,Iotaarterivirus,0
10489,Iotaarterivirus debrazmo,0
10490,Iotaarterivirus kibreg 1,0
10491,Iotapapillomavirus,0
10492,Iotapapillomavirus 1,6
10493,Iotapapillomavirus 2,0
10494,Iotatorquevirus,0
10495,Ipomea begomovirus satellite 2,0
10496,Ipomea begomovirus satellite 3,0
10497,Ipomoea begomovirus satellite DNA beta,1
10498,Ipomoea yellow vein virus,6
10499,Ipomovirus,0
10500,Ippy mammarenavirus,2
10501,Iragoides fasciata nucleopolyhedrovirus,0
10502,Iranian wheat stripe tenuivirus,2
10503,Iresine viroid 1,5
10504,Iridoviridae,0
10505,Iridovirus,0
10506,Iridovirus IV31,0
10507,Iridovirus LCIVAC01,0
10508,Iridovirus barramundi/Quang Ninh/VNM/2008,0
10509,Iriri curiovirus,0
10510,Iris mild mosaic virus,0
10511,Iris potyvirus Sep2005/NZL,0
10512,Iris severe mosaic virus,2
10513,Iris wedgewood potyvirus DC4,0
10514,Irkut lyssavirus,2
10515,Isaria javanica chrysovirus,0
10516,Isavirus,0
10517,Isfahan vesiculovirus,0
10518,Isla Vista hantavirus,0
10519,Israel turkey meningoencephalomyelitis virus,2
10520,Israeli acute paralysis virus,2
10521,Issyk-Kul virus,0
10522,Itacaiunas curiovirus,0
10523,Itaporanga virus,0
10524,Itapua hantavirus,0
10525,Iteradensovirus,0
10526,Ithacavirus,0
10527,Itupiranga virus,0
10528,Ivy vein banding virus,0
10529,Ixeridium yellow mottle virus 1,2
10530,Ixeridium yellow mottle virus 2,2
10531,Ixodes holocyclus iflavirus,0
10532,Ixodes scapularis bunyavirus,0
10533,Ixodes scapularis iflavirus,0
10534,JC virus x BK virus,0
10535,JDV virus,0
10536,Jaagsiekte sheep retrovirus,5
10537,Jabora virus,0
10538,Jacquemontia mosaic Yucatan virus,2
10539,Jacquemontia yellow mosaic virus,2
10540,Jacquemontia yellow vein virus,0
10541,Jamaica yellow mosaic virus,0
10542,Jamaican tomato infecting geminivirus,0
10543,Jamestown Canyon orthobunyavirus,0
10544,Japanaut virus,0
10545,Japanese aquabirnavirus genogroup 7,0
10546,Japanese eel endothelial cells-infecting virus,2
10547,Japanese encephalitis virus,7
10548,Japanese garlic virus,0
10549,Japanese holly fern mottle virus,3
10550,Japanese iris necrotic ring virus,6
10551,Japanese macaque simian foamy virus,2
10552,Japanese sea bass iridovirus,0
10553,Japanese soil-borne wheat mosaic virus,2
10554,Japanese yam mosaic virus,6
10555,Jasinkavirinae,0
10556,Jasmine bacilliform virus,0
10557,Jasmine virus C,2
10558,Jasmine virus H,0
10559,Jasmine virus T,2
10560,Jasmine yellow mosaic begomovirus,0
10561,Jasmine yellow mosaic potyvirus,0
10562,Jasminevirus,0
10563,Jasminum sambac leaf curl Lakshmangarh virus,0
10564,Jatobal orthobunyavirus,0
10565,Jatropha gossypifolia begomovirus,0
10566,Jatropha leaf crumple India virus,0
10567,Jatropha leaf crumple virus,2
10568,Jatropha leaf curl Gujarat virus,2
10569,Jatropha leaf curl virus,6
10570,Jatropha leaf yellow mosaic virus,0
10571,Jatropha mosaic India virus,0
10572,Jatropha mosaic Lucknow virus,2
10573,Jatropha mosaic Nigeria virus,2
10574,Jatropha mosaic virus,2
10575,Jatropha yellow mosaic India virus,3
10576,Jatropha yellow mosaic virus,2
10577,Jedunavirus,0
10578,Jeilongvirus,0
10579,Jeju orthohantavirus,0
10580,Jembrana disease virus,2
10581,Jemez Springs virus,0
10582,Jenstvirus,0
10583,Jerboa arenavirus,0
10584,Jerboa hantavirus,0
10585,Jericarnavirus A,0
10586,Jericarnavirus B,0
10587,Jerseyvirus,0
10588,Jesfedecavirus,0
10589,Jiangxi12-B14 orthoreovirus,0
10590,Jiangxia Mosquito Virus 1,0
10591,Jiangxia Mosquito Virus 2,0
10592,Jiaodavirus,0
10593,Jilinvirus,0
10594,Jimmervirus,0
10595,Jingchuvirales,0
10596,Jingmen ascaridia virus 1,0
10597,Jingmen picorna-like virus,1
10598,Jingmen tombus-like virus 1,1
10599,Jingmen tombus-like virus 2,1
10600,Jingshan Fly Virus 1,0
10601,Jingshan Fly Virus 2,0
10602,Jiujie Fly Virus,0
10603,Johnius dussumieri ranavirus,0
10604,Johnsongrass chlorotic stripe mosaic virus,6
10605,Johnsongrass mosaic virus,4
10606,Johnsonvirus,0
10607,Johnston Atoll quaranjavirus,0
10608,Joinjakaka hapavirus,0
10609,Jonchet jonvirus,0
10610,Jonvirus,0
10611,Jugra virus,2
10612,Jujube mosaic-associated virus,2
10613,Jujube yellow mottle China virus,0
10614,Jump rock virus,0
10615,Jun jeilongvirus,0
10616,Juncus maritimus associated virus,2
10617,Juncus maritimus geminivirus 1,0
10618,Junonia coenia granulovirus,0
10619,Junonia coenia nucleopolyhedrovirus,0
10620,Juquitiba virus,0
10621,Jurona vesiculovirus,2
10622,Justicia leaf curl virus,0
10623,Jute mosaic virus,0
10624,Jute yellow mosaic virus,0
10625,Jutiapa virus,2
10626,K28 killer virus,0
10627,Kabuto mountain kabutovirus,0
10628,Kabutovirus,0
10629,Kadam virus,2
10630,Kadam yellow mosaic virus,0
10631,Kadilivirus,0
10632,Kadipiro virus,7
10633,Kaeng Khoi orthobunyavirus,0
10634,Kaftartevirus,0
10635,Kafunavirus,0
10636,Kagunavirus,0
10637,Kaiowa virus,0
10638,Kairi orthobunyavirus,0
10639,Kaisodi virus,2
10640,Kalanchoe latent virus,2
10641,Kalanchoe mosaic virus,0
10642,Kalanchoe top-spotting virus,2
10643,Kallithea virus,2
10644,Kaltenbach virus,0
10645,Kaltenbach virus 1,0
10646,Kama virus,2
10647,Kamese hapavirus,0
10648,Kamiti River virus,6
10649,Kammavanpettai virus,0
10650,Kampung Karu virus,2
10651,Kannamangalam virus,0
10652,Kanyawara ledantevirus,0
10653,Kappaarterivirus,0
10654,Kappaarterivirus wobum,0
10655,Kappapapillomavirus,0
10656,Kappapapillomavirus 1,6
10657,Kappapapillomavirus 2,6
10658,Kappatorquevirus,0
10659,Karamvirus,0
10660,Karumba virus,2
10661,Kasba virus,0
10662,Kashmir bee virus,2
10663,Kasokero orthonairovirus,0
10664,Katsuwonus pelamis iridovirus,0
10665,Kaumoebavirus,2
10666,Kayvirus,0
10667,Kedah fatal kidney syndrome virus,0
10668,Kedougou virus,6
10669,Keijut pohjoismaissa virus,0
10670,Keijut pohjoismaissa virus 1,0
10671,Kelleziovirus,0
10672,Kelp fly virus,3
10673,Kenaf leaf curl betasatellite,2
10674,Kenaf leaf curl virus,3
10675,Kenal mosaic virus,0
10676,Kenkeme orthohantavirus,0
10677,Kennedya virus Y,0
10678,Kennedya yellow mosaic virus,7
10679,Kenya bat coronavirus BtKY01,0
10680,Kenya bat coronavirus BtKY02,0
10681,Kenya bat coronavirus BtKY03,0
10682,Kenya bat coronavirus BtKY04,0
10683,Kenya bat coronavirus BtKY05,0
10684,Kenya bat coronavirus BtKY07,0
10685,Kenya bat coronavirus BtKY08,0
10686,Kenya bat coronavirus BtKY09,0
10687,Kenya bat coronavirus BtKY10,0
10688,Kenya bat coronavirus BtKY100,0
10689,Kenya bat coronavirus BtKY101,0
10690,Kenya bat coronavirus BtKY102,0
10691,Kenya bat coronavirus BtKY103,0
10692,Kenya bat coronavirus BtKY104,0
10693,Kenya bat coronavirus BtKY105,0
10694,Kenya bat coronavirus BtKY106,0
10695,Kenya bat coronavirus BtKY107,0
10696,Kenya bat coronavirus BtKY108,0
10697,Kenya bat coronavirus BtKY109,0
10698,Kenya bat coronavirus BtKY11,0
10699,Kenya bat coronavirus BtKY110,0
10700,Kenya bat coronavirus BtKY111,0
10701,Kenya bat coronavirus BtKY112,0
10702,Kenya bat coronavirus BtKY113,0
10703,Kenya bat coronavirus BtKY12,0
10704,Kenya bat coronavirus BtKY13,0
10705,Kenya bat coronavirus BtKY14,0
10706,Kenya bat coronavirus BtKY15,0
10707,Kenya bat coronavirus BtKY17,0
10708,Kenya bat coronavirus BtKY18,0
10709,Kenya bat coronavirus BtKY19,0
10710,Kenya bat coronavirus BtKY20,0
10711,Kenya bat coronavirus BtKY21,0
10712,Kenya bat coronavirus BtKY23,0
10713,Kenya bat coronavirus BtKY24,0
10714,Kenya bat coronavirus BtKY25,0
10715,Kenya bat coronavirus BtKY28,0
10716,Kenya bat coronavirus BtKY29,0
10717,Kenya bat coronavirus BtKY30,0
10718,Kenya bat coronavirus BtKY31,0
10719,Kenya bat coronavirus BtKY33/2006,0
10720,Kenya bat coronavirus BtKY34,0
10721,Kenya bat coronavirus BtKY35,0
10722,Kenya bat coronavirus BtKY36,0
10723,Kenya bat coronavirus BtKY37,0
10724,Kenya bat coronavirus BtKY39,0
10725,Kenya bat coronavirus BtKY40,0
10726,Kenya bat coronavirus BtKY42,0
10727,Kenya bat coronavirus BtKY44,0
10728,Kenya bat coronavirus BtKY45,0
10729,Kenya bat coronavirus BtKY46,0
10730,Kenya bat coronavirus BtKY47,0
10731,Kenya bat coronavirus BtKY48,0
10732,Kenya bat coronavirus BtKY49,0
10733,Kenya bat coronavirus BtKY50,0
10734,Kenya bat coronavirus BtKY51,0
10735,Kenya bat coronavirus BtKY52,0
10736,Kenya bat coronavirus BtKY53,0
10737,Kenya bat coronavirus BtKY54,0
10738,Kenya bat coronavirus BtKY55,0
10739,Kenya bat coronavirus BtKY56,0
10740,Kenya bat coronavirus BtKY57,0
10741,Kenya bat coronavirus BtKY58,0
10742,Kenya bat coronavirus BtKY59,0
10743,Kenya bat coronavirus BtKY60,0
10744,Kenya bat coronavirus BtKY61,0
10745,Kenya bat coronavirus BtKY62,0
10746,Kenya bat coronavirus BtKY63,0
10747,Kenya bat coronavirus BtKY64,0
10748,Kenya bat coronavirus BtKY65,0
10749,Kenya bat coronavirus BtKY66,0
10750,Kenya bat coronavirus BtKY67,0
10751,Kenya bat coronavirus BtKY68,0
10752,Kenya bat coronavirus BtKY69,0
10753,Kenya bat coronavirus BtKY70,0
10754,Kenya bat coronavirus BtKY71,0
10755,Kenya bat coronavirus BtKY72,0
10756,Kenya bat coronavirus BtKY73,0
10757,Kenya bat coronavirus BtKY74,0
10758,Kenya bat coronavirus BtKY75,0
10759,Kenya bat coronavirus BtKY76,0
10760,Kenya bat coronavirus BtKY77,0
10761,Kenya bat coronavirus BtKY78,0
10762,Kenya bat coronavirus BtKY79,0
10763,Kenya bat coronavirus BtKY80,0
10764,Kenya bat coronavirus BtKY81,0
10765,Kenya bat coronavirus BtKY82,0
10766,Kenya bat coronavirus BtKY83,0
10767,Kenya bat coronavirus BtKY84,0
10768,Kenya bat coronavirus BtKY85,0
10769,Kenya bat coronavirus BtKY86,0
10770,Kenya bat coronavirus BtKY87,0
10771,Kenya bat coronavirus BtKY88,0
10772,Kenya bat coronavirus BtKY89,0
10773,Kenya bat coronavirus BtKY90,0
10774,Kenya bat coronavirus BtKY91,0
10775,Kenya bat coronavirus BtKY92,0
10776,Kenya bat coronavirus BtKY93,0
10777,Kenya bat coronavirus BtKY94,0
10778,Kenya bat coronavirus BtKY95,0
10779,Kenya bat coronavirus BtKY96,0
10780,Kenya bat coronavirus BtKY97,0
10781,Kenya bat coronavirus BtKY98,0
10782,Kenya bat coronavirus BtKY99,0
10783,Kenya bat coronavirus/BtKY56/BtKY55,0
10784,Kenya bat coronavirus/KY33/2006,0
10785,Kerivoula titania coronavirus,0
10786,Kern Canyon ledantevirus,0
10787,Keterah orthonairovirus,0
10788,Keunjorong mosaic virus,3
10789,Keuraliba ledantevirus,0
10790,Keystone orthobunyavirus,0
10791,Khabarovsk orthohantavirus,2
10792,Khasan virus,0
10793,Khujand lyssavirus,2
10794,Khurdun virus,0
10795,Kibale herbevirus,0
10796,Kielder hantavirus,0
10797,Kigiartevirus,0
10798,Kigluaik phantom orthophasmavirus,2
10799,Kilifi Virus,2
10800,Kilimanjaro virus,0
10801,Kiln Barn virus,0
10802,Kimberley ephemerovirus,0
10803,Kindia tick virus,0
10804,King virus,2
10805,Kinikinau virus,0
10806,Kinkell virus,0
