scientific_name,taxonomic_id,rank,air_counts,alfisols,andisols,animal_pathogen,antarctic_counts,antimicrobial_susceptibility,arabic_counts,atacama_desert___id_10360,biofilm_forming,canadian_metamicrobiome___id_632,costa_counts,depth/altitude,drylands,entisols,extreme_environment,gelisols,genome_availability,global_coral_microbiome_project___id_10895,gram_stain,great_lake_microbiome___id_1041,hawaii_counts,hawaii_volcanic_soil___id_1579,high_ph,host_lineage,host_name,human_disease_causing,human_microbiome_body_site,inceptisols,lakes_counts,latitude,longitude,low_ph,low_productivity,mcmurdo_lakes___id_638,microbe_id,mollisols,optimal_ph,optimal_temperature,panama_counts,panama_soil___id_1716,pathogenicity,phyllo_counts,plant_pathogen,polar_counts,polluted_polar_coastal_sediments___id_1198,salinity_concentration/range(w/v),sand_rock_ice,serpentinite_hosted_microbiome___id_713,spore_forming,tara_counts,thar_counts,trophic_level,ultisols,vertisols,virus_lineage,virus_name,vulcano_counts
Lactobacillus concavus,287844,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus coryniformis,1610,species,,,,,,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,3896.0,,,37.0,,,,,,,,,,,,,,,,,,,
Lactobacillus crispatus,47770,species,,,,,,,,,,,,,,,,,,,Positive,,,,,,,Sometimes,,,,,,,,,6739.0,,,37.0,,,1.0,,,,,,,,,,,,,,,,
Lactobacillus crustorum,392416,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus curieae,1138822,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus curtus,1746200,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus curvatus,28038,species,,,,,,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,6512.0,,,37.0,,,,,,,,,,,,,,,,,,,
Lactobacillus delbrueckii,1584,species,,,,,,,,,,,,,,,,,,,Positive,,,,,Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,Lactobacillus delbrueckii,Sometimes,,,,,,,,,557.0,,,37.0,,,,,,,,,,,,,,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; C5virus; Lactobacillus virus Ld3, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; C5virus; Lactobacillus virus Ld17, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; C5virus; Lactobacillus virus phiLdb, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; C5virus; Lactobacillus virus Ld25A","Lactobacillus phage phiLdb, Lactobacillus phage phiJB, Lactobacillus phage Ld17, Lactobacillus phage Ld3, Lactobacillus phage Ld25A",
Lactobacillus delbrueckii/Acetobacter pastuerianus fusant,1266734,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus dextrinicus,51664,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus diolivorans,179838,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus equi,137357,species,,,,,,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,345.0,,,37.0,,,,,,,,,,,,,,,,,,,
Lactobacillus equicursoris,420645,species,,,,,,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,7448.0,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus equigenerosi,417373,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus fabifermentans,483011,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus faecis,762833,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus faeni,386879,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus farciminis,1612,species,,,,,,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,2322.0,,,37.0,,,,,,,,,,,,,,,,,,,
Lactobacillus farraginis,390841,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus fermentum,1613,species,,,,Maybe Not,,,,,,,,,,,Extremophile,,,,Positive,,,,,Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,Lactobacillus fermentum,Sometimes,,,,,,,,,7100.0,,,37.0,,,1.0,,Maybe Not,,,,,,Never,,,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae","Lactobacillus phage phiPYB5, Lactobacillus phage LfeInf, Lactobacillus phage LfeSau",
Lactobacillus floricola,679249,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus florum,640331,species,,,,,,,,,,,,,,,,,,,Positive,,,,,,,Sometimes,,,,,,,,,5405.0,,,15.0,,,,,,,,,,,,,,,,,,,
Lactobacillus formosensis,1617889,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus fornicalis,88164,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus fructivorans,1614,species,,,,,,,,,,,,,,,Extremophile,,,,Positive,,,,,,,,,,,,,,,,3216.0,,5.85,35.0,,,1.0,,Maybe Not,,,,,,Never,,,,,,,,
Lactobacillus frumenti,104955,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus fuchuensis,164393,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus furfuricola,1462575,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus futsaii,938155,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus gallinarum,52242,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus gasseri,1596,species,,,,,,,,,,,,,,,Extremophile,,,,Positive,,,,,Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,Lactobacillus gasseri,Sometimes,,,,,,,,,7606.0,,,,,,1.0,,Maybe Not,,,,,,Never,,,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae","Lactobacillus phage phiadh, Lactobacillus phage KC5a",
Lactobacillus gastricus,227942,species,,,,,,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,3552.0,,,33.5,,,,,,,,,,,Always,,,,,,,,
Lactobacillus ghanensis,399370,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus gigeriorum,1203069,species,,,,,,,,,,,,,,,,,,,Positive,,,,,,,Maybe,,,,,,,,,6666.0,,6.0,37.0,,,,,,,,,,,,,,,,,,,
Lactobacillus ginsenosidimutans,1007676,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus gorillae,1450649,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus graminis,60519,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus guizhouensis,433614,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus halophilus,355523,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus hammesii,267633,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus hamsteri,96565,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus harbinensis,304207,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus hayakitensis,396716,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus heilongjiangensis,1074467,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus helsingborgensis,1218494,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus helveticus,1587,species,,,,,,,,,,,,,,,,,,,Positive,,,,,Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,Lactobacillus helveticus,Maybe,,,,,,,,,930.0,,,51.5,,,,,,,,,,,,,,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Lactobacillus phage phiAQ113,
Lactobacillus herbarum,1670446,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus heterohiochii,29398,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus hilgardii,1588,species,,,,,,,,,,,,,,,Extremophile,,,,Positive,,,,,,,,,,,,,,,,4935.0,,,26.0,,,1.0,,Maybe Not,,,,,,Never,,,,,,,,
Lactobacillus hokkaidonensis,1193095,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus hominis,1203033,species,,,,,,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,1472.0,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus homohiochii,33961,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus hordei,468911,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus iatae,446044,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus iners,147802,species,,,,,,,,,,,,,,,Extremophile,,,,Positive,,,,,,,Sometimes,,,,,,,,,6143.0,,,37.0,,,1.0,,Maybe Not,,,,,,Never,,,,,,,,
Lactobacillus ingluviei,148604,species,,,,Maybe Not,,Maybe Not,,,Always,,,,,,Mesophiles,,,,,,,,,,,Maybe,,,,,,,,,1148.0,,6.9,39.0,,,,,Maybe Not,,,,,,,,,,,,,,
Lactobacillus insicii,1732567,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus intermedius,316518,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus intestinalis,151781,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus iwatensis,1267156,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus ixorae,1750535,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus japonicus,29399,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus jensenii,109790,species,,,,Maybe Not,,Maybe Not,,,Never,,,,,,Extremophile,,,,Positive,,,,,Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,Lactobacillus jensenii,Sometimes,,,,,,,,,7226.0,,,37.0,,,,,Maybe Not,,,,,,Never,,,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Lactobacillus phage Lv-1,
Lactobacillus johnsonii,33959,species,,,,Maybe Not,,Maybe Not,,,Never,,,,,,Mesophiles,,,,Positive,,,,,Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,Lactobacillus johnsonii,Sometimes,,,,,,,,,3882.0,,6.7,37.0,,,,,Maybe Not,,,,,,Never,,,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae","Lactobacillus prophage Lj771, Lactobacillus prophage Lj928, Lactobacillus prophage Lj965",
Lactobacillus kalixensis,227944,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus kefiranofaciens,267818,species,,,,Maybe Not,,Maybe Not,,,Always,,,,,,Mesophiles,,,,Positive,,,,,,,Maybe,,,,,,,,,1888.0,,5.0,30.0,,,,,Maybe Not,,,,,,Never,,,,,,,,
Lactobacillus kefiri,33962,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus kimbladii,1218506,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus kimchicus,528209,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus kimchiensis,993692,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus kisonensis,481722,species,,,,Maybe Not,,Maybe Not,,,Never,,,,,,Mesophiles,,,,Positive,,,,,,,Maybe,,,,,,,,,1107.0,,6.25,10.0,,,,,Maybe Not,,,,,,Never,,,,,,,,
Lactobacillus kitasatonis,237446,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus koreensis,637971,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus kosoi,2051900,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus kullabergensis,1218493,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus kunkeei,148814,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus malefermentans,176292,species,,,,Maybe Not,,Maybe Not,,,,,,,,,Mesophiles,,,,Positive,,,,,,,Maybe,,,,,,,,,7627.0,,4.3,30.0,,,,,Maybe Not,,,,,,Never,,,,,,,,
Lactobacillus mali,1618,species,,,,Maybe Not,,Maybe Not,,,,,,,,,Mesophiles,,,,Positive,,,,,,,Maybe,,,,,,,,,3640.0,,,30.0,,,,,Maybe Not,,,,,,Never,,,,,,,,
Lactobacillus manihotivorans,88233,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus mellifer,1218492,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus mellis,1218508,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus melliventris,1218507,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus metriopterae,1909267,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus micheneri,1899430,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus mindensis,167481,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus mixtipabuli,1435342,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus mobilis,357762,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus mucosae,97478,species,,,,Maybe Not,,Maybe Not,,,Always,,,,,,Mesophiles,,,,Positive,,,,,,,Sometimes,,,,,,,,,6532.0,,7.3,37.0,,,,,Maybe Not,,,,,,Never,,,,,,,,
Lactobacillus mudanjiangensis,1296538,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus murinus,1622,species,,,,Maybe Not,,Sometimes,,,,,,,,,,,,,,,,,,,,Maybe,,,,,,,,,1029.0,,,37.0,,,,,Maybe Not,,,,,,,,,,,,,,
Lactobacillus musae,1903258,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus nagelii,82688,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus namurensis,380393,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus nantensis,305793,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus nasuensis,944671,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus nenjiangensis,1296540,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus nodensis,460870,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus nuruki,1993540,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus odoratitofui,480930,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus oeni,303241,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus oligofermentans,293371,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus oris,1632,species,,,,Maybe Not,,,,,,,,,,,Mesophiles,,,,Positive,,,,,,,Sometimes,,,,,,,,,2109.0,,7.4,37.0,,,,,Maybe Not,,,,,,Never,,,,,,,,
Lactobacillus oryzae,1202668,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus otakiensis,481720,species,,,,,,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,683.0,,6.25,,,,,,,,,,,,Never,,,,,,,,
Lactobacillus ozensis,866801,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus panis,47493,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus panisapium,2012495,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus pantheris,171523,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus parabrevis,357278,species,,,,,,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,5434.0,,,,,,,,,,,,,,Never,,,,,,,,
Lactobacillus parabuchneri,152331,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus paracasei,1597,species,,,,Sometimes,,Maybe Not,,,Never,,,,,,Mesophiles,,,,Positive,,,,,Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus casei group,Lactobacillus paracasei,Maybe,,,,,,,,,4526.0,,5.5,30.0,,,1.0,,Sometimes,,,,,,Never,,,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; unassigned Spounavirinae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae","Lactobacillus phage iA2, Lactobacillus phage iLp1308, Lactobacillus phage PL-1, Lactobacillus phage CL1, Lactobacillus phage J-1, Lactobacillus phage iLp84, Lactobacillus phage CL2, Lactobacillus virus Lb338-1",
Lactobacillus paracollinoides,240427,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus parafarraginis,390842,species,,,,,,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,6733.0,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus paragasseri,2107999,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus parakefiri,152332,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus paralimentarius,83526,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus paraplantarum,60520,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus pasteurii,872327,species,,,,,,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,7043.0,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus paucivorans,616990,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus pentosiphilus,1714682,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus pentosus,1589,species,,,,,,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,4983.0,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus perolens,100468,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus plajomi,1457217,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus plantarum,1590,species,,,,,,,,,,,,,,,Mesophiles,,,,Positive,,,,,Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,Lactobacillus plantarum,,,,,,,,,,257.0,,,,,,,,,,,,,,Never,,,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; unassigned Spounavirinae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phijl1virus","Lactobacillus virus phiJL1, Lactobacillus virus LP65, Lactobacillus phage ATCC 8014-B2, Lactobacillus virus ATCC8014",
Lactobacillus pobuzihii,449659,species,,,,,,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,7597.0,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus pontis,35787,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus porci,2012477,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus porcinae,1123687,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus psittaci,116089,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus quenuiae,2008377,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus raoultii,1987503,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus rapi,481723,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus rennanquilfy,1500797,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus rennini,238013,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus reuteri,1598,species,,,,,,,,,Always,,,,,,Mesophiles,,,,Positive,,,,,,,,,,,,,,,,2555.0,,,,,,,,,,,,,,Never,,,,,,,,
Lactobacillus rhamnosus,47715,species,,,,,,,,,,,,,,,,,,,Positive,,,,,Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,Lactobacillus rhamnosus,,,,,,,,,,1419.0,,,,,,1.0,,,,,,,,Never,,,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae","Lactobacillus phage Lrm1, Lactobacillus phage Lc-Nu",
Lactobacillus rodentium,947835,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus rogosae,706562,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus rossiae,231049,species,,,,,,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,3349.0,,,,,,,,,,,,,,Never,,,,,,,,
Lactobacillus ruminis,1623,species,,,,Maybe Not,,,,,,,,,,,Mesophiles,,,,Positive,,,,,,,Sometimes,,,,,,,,,3389.0,,,30.0,,,,,Maybe Not,,,,,,,,,,,,,,
Lactobacillus ruminis CAG:367,1263085,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus saerimneri,228229,species,,,,,,,,,,,,,,,,,,,Positive,,,,,,,Sometimes,,,,,,,,,310.0,,,30.0,,,,,,,,,,,,,,,,,,,
Lactobacillus sakei,1599,species,,,,,,,,,,,,,,,Extremophile,,,,Positive,,,,,,,Maybe,,,,,,,,,4908.0,,,,,,,,,,,,,,,,,,,,,,
