Genus,Atacama.Desert...ID.10360,Hawaii.Volcanic.Soil...ID.1579,Panama.Soil...ID.1716,Canadian.MetaMicrobiome...ID.632,Serpentinite.Hosted.Microbiome...ID.713,Polluted.Polar.Coastal.Sediments...ID.1198,McMurdo.Lakes...ID.638,Great.Lake.Microbiome...ID.1041,Global.Coral.Microbiome.Project...ID.10895,Tara.Counts,Vulcano.Counts,Polar.Counts,Phyllo.Counts,Panama.Counts,Lakes.Counts,Hawaii.Counts,Costa.Counts,Air.Counts,Arabic.Counts,Thar.Counts,Antarctic.Counts
Coccomyxa,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,106053
Cocleimonas,0,0,0,0,0,0,0,0,0,2,0,25467,0,0,0,7,0,0,0,0,406
Coenonia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Cohaesibacter,0,0,0,0,0,0,0,0,0,576,0,1,0,0,0,0,0,0,0,0,0
Cohnella,0,0,0,0,2,0,0,0,0,6,1,8,4,41,10,7,3,0,0,2,242
Coleochaete,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collimonas,0,0,0,0,18,0,0,0,0,33,1,162,1,0,0,0,0,0,1,0,68
Collinsella,0,0,0,0,0,0,0,0,0,117,0,17,3,0,2,0,0,0,0,0,0
Colwellia,0,0,0,0,3,0,0,0,0,8990,0,0,0,0,0,0,0,0,0,0,0
Comamonas,0,0,0,0,1,0,0,0,0,200,5,135,54,126,130,0,1,1,0,0,1111
Compostimonas,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Conchiformibius,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Conexibacter,13,32,29,3,596,10,23,3,13,0,8,85,1,209,5,0,8,0,0,80,1265
Congregibacter,0,0,0,0,16,0,0,0,0,116,6,4673,0,13,0,0,0,0,0,0,4527
Coniosporium,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conocephalum,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conopholis,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Constrictibacter,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0
Coprobacillus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Coprococcus,0,0,0,0,0,0,0,0,0,30,2,243,19,14,13,3,1,1,0,0,21724
Coprothermobacter,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Coptotermes,4,95,42,6,2782,122,10,6,32,0,0,0,0,0,0,0,0,0,0,0,0
Coraliomargarita,0,0,0,0,49,10,7,0,0,4302,636,5518,0,0,0,0,3,0,1,0,10144
Corallococcus,5,0,0,0,98,0,13,0,0,0,0,0,0,0,0,0,74,0,0,0,0
Cornus,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium,0,10,1,16,288,4,5,16,0,219,50,42,207,12,842,1,0,9,0,4,896
Cosmarium,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costertonia,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0
Couchioplanes,0,0,0,0,127,0,0,0,0,1,0,1,18,0,0,4,0,0,0,2,6
Coxiella,2,3,3,1,156,8,0,1,3,11530,0,110,0,0,0,14,0,0,0,0,195
CPla-4 termite group,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Craurococcus,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
Crenothrix,0,0,0,0,46,0,0,0,0,703,408,19504,2,0,55,0,1,0,1,1,797
Criblamydia,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
Croceibacter,0,0,0,0,0,0,0,0,0,913,0,0,0,0,0,0,0,0,0,0,0
Croceicoccus,0,0,0,0,0,0,0,0,0,852,0,0,0,0,0,0,0,0,0,0,0
Croceimarina,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,1
Croceitalea,0,0,0,0,0,0,0,0,0,668,0,0,0,0,0,0,0,0,0,0,9
Crocinitomix,0,0,0,0,0,0,0,0,0,545,13,3055,1,0,3,2,0,0,0,0,657
Crocosphaera,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Cronobacter,0,0,0,0,19,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0
Crossiella,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
Crossosoma,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crustomastix,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cryobacterium,0,0,0,0,1,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0
Cryocola,0,0,0,0,0,0,0,0,0,4,1,0,10,4,0,0,0,3,0,4,118
Cryomorpha,0,0,0,0,0,0,0,0,0,145,0,192,0,0,0,0,0,0,0,0,48058
Cryptanaerobacter,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Cryptococcus,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cryptomonas,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Cryptoprodotis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cryptosporangium,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,0,0,0,62,239
Cucumibacter,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Culex,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cunninghamia,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cupriavidus,1,0,0,0,122,0,0,0,0,575,0,690,0,540,0,23,9,0,3,11,2697
Curtobacterium,0,0,0,0,45,0,0,0,0,65,0,1,38,0,1,15,0,0,0,0,106
Curvibacter,0,0,0,0,13,0,0,0,0,59,1,0,73,0,4,0,0,0,0,0,0
Cuscuta,0,0,0,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanidium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanobacterium,0,0,0,0,4,0,0,0,0,1,0,76,0,0,0,0,0,0,0,1,0
Cyanothece,0,1,0,0,73,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Cycas,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyclobacterium,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Cycloclasticus,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0
Cylindrocarpon,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cylindrospermopsis,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Cylindrospermosis,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Cylindrospermum,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyphellophora,1,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cystobacter,0,4,1,0,177,0,3,0,0,0,0,16,1,0,0,0,0,0,0,0,1
Cystofilobasidium,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cytinus,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cytophaga,2,19,13,3,2636,11,9,3,18,3,5,233,2,7,18,1,9,0,3,0,418
Cytophagales,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,222
DA101,0,0,0,0,0,0,0,0,0,0,414,2375,6,53349,196,14,200,1,12,1733,37855
Dactylosporangium,1,1,1,0,678,0,1,0,0,2,1,0,1,108,0,165,0,0,0,169,114
Daeguia,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
Danaea,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danio,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dasania,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0
Daucus,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davallia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCE29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dechloromarinus,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dechloromonas,0,0,0,0,20,0,0,0,0,17,5,2889,33,183,0,0,7,26,5,4,3777
Deefgea,0,0,0,0,0,0,0,0,0,2,27,121,4,0,46,52,6,0,0,0,0
Deferrisoma,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Defluvibacter,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
Defluviicoccus,0,0,0,0,0,0,0,0,0,62100,0,0,0,0,0,0,0,0,0,0,0
Dehalobacter,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Dehalobacter_Syntrophobotulus,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Dehalobacterium,0,0,0,0,0,0,0,0,0,0,1,1948,1,0,0,960,0,0,0,0,0
Dehalococcoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Dehalogenimonas,0,4,0,0,0,2,0,0,2,0,0,1723,0,0,0,1,1,0,0,0,0
Deinobacterium,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Deinococcus,1,2,0,1,57,3,0,1,1,50,0,21,1838,0,7,17,0,1,1,9,1
Delftia,0,0,0,0,3,0,0,0,0,103,2,63,0,2,36,0,0,5,0,0,128
Demequina,0,0,0,0,0,0,0,0,0,203,1,2500,4,7,1,0,3,0,0,3,721
Dendrosporobacter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Denitratisoma,0,0,0,0,0,0,0,0,0,24,0,33,0,11,0,14627,0,0,0,0,34
Denitrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
Denitrovibrio,0,0,0,0,0,1,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0
Dermabacter,0,0,0,0,0,0,0,0,0,2,1,0,6,0,2,59781,0,0,0,0,0
Dermacoccus,0,0,0,0,0,0,0,0,0,10,0,3,49,1,2,0,0,0,0,0,3
Dermatophilus,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,3,18
Derxia,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Desemzia,0,0,0,0,0,0,0,0,0,5,0,7,0,0,4,0,0,0,0,0,0
Desmarestia,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Desmospora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfamplus,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,0,0
Desulfarculus,0,0,0,0,0,0,0,0,0,2,0,49,0,0,0,0,2,0,0,0,4
Desulfatibacillum,0,0,0,0,0,0,0,0,0,21,0,27,0,0,0,0,0,0,0,0,0
Desulfatiferula,0,0,0,0,6,0,0,0,0,4,0,1146,0,0,0,0,0,0,0,0,0
Desulfatirhabdium,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0
Desulfitibacter,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfitobacterium,0,11,0,0,26,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Desulfobacca,0,0,0,0,0,0,0,0,0,34,3,4355,1,3,2,2,0,0,0,1,0
Desulfobacter,0,0,0,0,0,0,0,0,0,208,0,216,0,0,0,0,0,0,0,0,0
Desulfobacterium,0,0,0,0,5,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Desulfobacula,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
Desulfobotulus,0,0,0,0,6,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
Desulfobulbus,1,5,0,0,111,2,0,0,0,116,4,1244,2,4,0,0,0,0,0,0,3
Desulfocapsa,0,0,0,0,0,0,0,0,0,73,2,4140,0,0,0,1,0,0,0,0,0
Desulfocella,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Desulfococcus,0,0,0,0,5,0,0,0,0,25,7,121546,11,2,3,15,0,0,0,0,32
Desulfofaba,0,0,0,0,87,1,0,0,0,14,0,295,0,0,0,0,0,0,0,0,0
Desulfofrigus,0,0,0,0,1,6,0,0,0,4,0,8757,0,0,0,0,0,0,0,0,0
Desulfofustis,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Desulfoglaeba,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Desulfohalobium,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfomicrobium,0,0,0,0,22,0,0,0,0,1,0,380,0,0,0,0,0,0,0,0,4
Desulfomonile,0,0,0,0,0,0,0,0,0,3,0,226,1,0,0,0,0,0,0,0,0
Desulfonatronospira,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0
Desulfonatronovibrio,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,30,0,0,0,0,0
Desulfonatronum,0,0,1,0,28,2,0,0,0,11,0,18,0,0,0,0,0,0,0,0,1
Desulfonauticus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfonema,0,0,0,0,2,0,0,0,0,12,0,1304,0,0,0,0,0,0,0,0,0
Desulfonispora,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Desulfopila,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0
Desulforegula,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulforhabdus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulforhopalus,0,0,0,0,0,0,0,0,0,23,2,140,0,0,0,0,0,0,0,0,0
Desulfosalsimonas,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Desulfosarcina,0,0,0,0,0,0,0,0,0,4,1,15524,0,0,0,15283,0,0,0,0,0
Desulfospira,0,0,0,0,0,0,0,0,0,3,0,1665,0,0,0,0,0,0,0,0,0
Desulfosporosinus,4,4,3,2,812,4,4,2,1,63,4,523,2,4,17,0,3,0,1,1,3123
Desulfotalea,0,0,0,0,0,0,0,0,0,32,11,1177,0,0,0,0,0,0,0,0,6
Desulfotignum,0,0,0,0,0,0,0,0,0,18,0,239,0,0,0,9,0,0,0,0,0
Desulfotomaculum,1,5,1,0,1573,6,5,0,0,97,0,259,0,25,1,13,0,0,0,0,197
Desulfotomaculum_Desulfovirgula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Desulfovermiculus,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,1
Desulfovibrio,2,0,2,0,80,1,1,0,4,423,8,1622,17,3,17,402,2,0,0,0,5
Desulfovirga,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Desulfurispirillum,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfurispora,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
Desulfurivibrio,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0
Desulfuromonas,0,0,0,0,108,0,0,0,0,214,1,96,0,0,0,0,0,0,0,0,0
Desulfuromusa,0,0,0,0,0,0,0,0,0,7,0,5752,0,0,0,0,0,0,0,0,0
Dethiobacter,1,0,0,0,108,3,0,0,0,18,0,2,1,0,0,2,3,0,1,0,0
Dethiosulfatibacter,0,0,0,0,0,0,0,0,0,16,0,609,0,0,0,0,0,0,0,0,0
Devosia,0,0,0,0,26,0,0,0,0,324,22,2288,89,198,109,0,6,0,5,354,68429
dgA-11 gut group,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Dialister,0,0,0,0,0,0,0,0,0,12,0,23,1,0,15,1,0,0,0,1,0
Diaphorina,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diaphorobacter,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,22,0,0,0
Dichelobacter,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dichotomicrobium,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0
Dickeya,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0
Dictyoglomus,3,5,0,0,33,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Dictyota,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Didymeles,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dietzia,0,0,0,0,2,0,0,0,0,46,0,11,111,0,1,83,0,4,0,0,4
Dinoroseobacter,0,0,0,0,0,0,0,0,0,190,7,2,0,0,0,0,0,0,0,0,7
Diphasiastrum,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diplazium,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ditylum,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dok59,0,0,0,0,0,0,0,0,0,0,2,672,0,3,0,0,0,0,0,0,33
Dokdonella,0,0,0,0,0,0,0,0,0,29,4,1284,17,91,24,12,41,11,25,5,2081
Dokdonia,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0
Dolichospermum,0,0,0,0,0,0,0,0,0,0,123,521,0,0,1,4,0,0,0,0,457
Dolosigranulum,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
Donghicola,0,0,0,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0,0,0,0
Dongia,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Dorea,0,0,0,0,0,0,0,0,0,23,0,23,4,0,15,4,0,1,0,0,1
Dryopteris,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DS001,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
Dunaliella,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dyadobacter,0,0,1,0,210,0,0,0,0,2,1,152,50,3,12,12,0,0,9,0,29903
Dyella,0,8,7,0,304,0,1,0,0,27,6,7,0,24,0,16,3,0,3,0,15
Dysgonomonas,0,0,0,0,0,0,0,0,0,4,1,49,0,12,2,0,1,0,0,0,16
E6,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
E8,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,42
ecb11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
Echinicola,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,39
Ecksteinia,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,4
Ectocarpus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ectothiorhodospira,0,0,0,2,21,0,0,2,0,13,0,16,0,0,0,0,3,0,0,0,2
Edaphobacter,0,0,0,0,0,0,0,0,0,1,3,25,4,485,0,7,0,0,0,4,371
Edwardsiella,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eggerthella,0,0,0,0,1,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0
Ehrlichia,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eikenella,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0
Eionea,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
Ekhidna,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0
Elbe,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Elizabethkingia,1,1,0,1,210,0,0,1,1,13,0,18,0,0,0,5,0,0,0,0,1
Ellin506,0,0,0,0,0,0,0,0,0,0,2,21,3,41,1,1,6,0,0,162,385
Elstera,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0
Elusimicrobium,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EM3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Empedobacter,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Emticicia,0,0,0,0,0,0,0,0,0,5,53,121,0,1,11,7162,0,0,0,0,42
endosymbionts,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0
Endozoicomonas,0,0,0,0,0,0,0,0,0,475,6,1,0,0,0,0,0,0,0,0,0
Enhydrobacter,0,0,0,0,0,0,0,0,0,77,3,44,102,0,12,0,0,2,0,0,5
Enhygromyxa,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
Ensifer,0,0,0,0,16,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0
Enterobacter,0,0,0,0,27,0,0,0,0,314,0,290,3,11,3,0,0,0,0,5,1084
Enterococcus,2,0,0,1,49,0,0,1,0,40,1,18,461,1,2,0,0,0,0,0,100
Enterorhabdus,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Enterovibrio,0,0,0,0,0,0,0,0,0,116,61,5,0,0,0,0,0,0,0,0,0
Entomoplasma,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epilithonimonas,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Epulopiscium,0,0,0,0,0,0,0,0,0,3,0,39,7,0,3,1,2,0,0,0,1
Equisetum,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eremococcus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Erodium,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erwinia,0,0,0,0,5385,0,0,0,0,10,3,12,4048,2,2,30,23,2,0,1,355
Erysipelothrix,0,0,0,0,4,0,0,0,0,46,0,1,0,0,0,0,0,0,0,0,0
Erythrobacter,0,0,0,0,50,0,0,0,0,18402,2,9,10,0,0,12,0,0,6,0,14
Erythromicrobium,0,0,0,0,7,0,0,0,0,0,0,17,7,0,6,2,0,0,0,0,118350
Escherichia,0,0,0,0,55,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Escherichia-Shigella,0,0,0,0,0,0,0,0,0,1090,0,0,0,0,0,0,0,0,0,0,0
Ethanoligenens,0,16,1,0,0,1,0,0,3,1,0,4,0,0,0,2,0,0,0,0,0
Eubacterium,0,16,0,1,9,8,0,1,2,0,0,241,0,0,2,2,0,0,0,0,0
Eucampia,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Eudoraea,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Euglena,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eupenicillium,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euptelea,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euptilota,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eutreptia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euzebya,0,0,0,0,0,0,0,0,0,37,0,10,1,2,0,0,0,0,1,21,17
Euzebyella,0,0,0,0,0,0,0,0,0,626,0,0,0,0,0,0,0,0,0,0,0
Ewingella,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Exiguobacterium,1,2,0,2,32,1,5,2,2,140,0,2,27,0,0,0,0,0,0,0,0
Exophiala,1,0,0,0,79,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Extubocellulus,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabibacter,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0
Facklamia,0,0,0,0,0,0,0,0,0,5,0,8,4,0,0,3,0,0,0,2,0
Faecalibacterium,0,1,0,1,3,3,0,1,0,213,9,99,5,1,10,0,0,1,0,0,0
Fangia,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
Fastidiosipila,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
Ferrimonas,0,0,0,0,0,0,0,0,0,143,2,68,2,0,0,0,0,0,0,0,1
Ferrithrix,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
Ferritrophicum,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Ferrovibrio,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
Ferruginibacter,0,0,0,0,0,0,0,0,0,1311,0,3,0,10,0,0,0,0,0,0,114
Fervidobacterium,0,0,0,0,5,0,0,0,0,20,0,0,56,0,0,0,0,1,0,0,0
FFCH10602,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,176,0,2,0,24
Fibrella,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
Fibrobacter,0,8,0,0,31,7,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0
Filifactor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Filimonas,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,14667,0,0,0,0,187
Filomicrobium,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0
Fimbriimonas,0,0,0,0,0,0,0,0,0,0,16,58,2,76,23,3,0,0,2,142,289
Finegoldia,0,0,0,2,27,0,1,2,0,17,1,0,2,0,20,109,0,0,0,5,32
Fischerella,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Flagellimonas,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
Flammeovirga,0,0,0,0,1,0,0,0,0,13,7,0,0,0,0,0,0,0,0,0,1
Flavihumibacter,0,0,0,0,0,0,0,0,0,0,0,127,0,402,0,0,1,0,0,4,43
Flaviramulus,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0
Flavisolibacter,0,0,0,0,0,0,0,0,0,6,12,562,153,244,13,0,132,6,139,823,11066
